2    2
1    1
5    5
12    12
13    13
4    4
6    6
23    23
7    7
24    24
14    14
15    15
16    16
28    28
17    17
18    18
19    19
20    20
8    8
10    10
26    26
9    9
25    25
3    3
22    22
21    21
11    11
